ID,target,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34
10,False,,1.473990731956594,0.6279877267174263,-0.1184932584682109,0.19440881,5.492556992506934,-0.9883875079782369,-0.74408834,-0.39768527,0.008792611721793426,-1.174444,,-2.0814853,0.64326655,0.05402423503398043,-0.07350349706232069,-0.37699272,-1.4102160674169186,-1.290027913703521,0.093904714,,0.011483839035639029,-0.68340476,,1.727939,0.11570199,1.8705549,1.3585484,0.69760706,-0.5584305716330046,-1.4494711,,1.1503707,0.83637674,0.29943229
11,False,0.410600433333739,0.6025009161984256,,0.08053673003499555,-1.0733764,1.48100933106632,,-0.40045889,-0.56603975,,0.6799399,-3.636789206420675,-1.0293453,-0.39979575,0.3791290906379634,,0.9969004,0.12543529425369726,-0.7517691660069226,-0.82676856,-2.2111106,0.010572943475361333,0.47366,0.29563206,0.97798717,1.0057546,-0.080733397,-0.27648483,1.3383453,,-0.22413525,1.0877082,-0.67747645,-0.87195948,0.91747628
12,False,0.13687068645844377,0.74873034978827,0.012526899936538466,0.05258704714098527,-0.015051367,-4.381890412008712,-3.101577313473859,0.45288758,,-0.17167649003556523,1.2871853,-3.217152430842964,0.58794426,-1.0517097,-0.8670993682893754,0.4751593537773586,1.5061884,,,-0.11398925,-2.2111106,0.002814118734663913,1.1612871,-1.4779201,0.023503035,-0.50794029,-0.36741556,0.65781987,-0.98507936,-0.5528418137589535,-0.3283136,-0.39791811,-0.53877802,1.8234154,-0.20168446
13,True,-0.24655006370367044,0.5753853861292216,-0.6013240168969234,,,0.9282740134586539,3.9886332992244045,,0.42725169,0.008056150080474674,0.47752475,,0.95469022,1.4957694,0.09611561058443768,0.054214399707805144,-0.76784163,0.8921822999738358,0.394385289658489,,0.57148119,0.03104981218298855,-2.514873,1.3060622,-1.118469,-1.3858833,,-0.57376359,-0.53596377,0.4261354270107295,1.1897138,-0.84526283,-1.6830401,-0.90992251,-0.14322084
14,False,0.2600635396766312,,0.20291332405390333,0.03584227578924705,-0.33475374,4.10985210182273,4.773145916970431,-1.0075376,1.3447836,-0.1298195180293386,-1.1679145,-0.49570975904056575,-0.52431805,0.57306043,1.0079178168402865,-0.4912586687828661,-0.50727569,0.7164086876128973,-1.694897620792658,0.15330299,-0.17928233,-0.001577610695465012,0.31497683,0.74078658,0.46665638,0.091482873,0.59435687,1.7336859,1.6796732,1.1313266161270012,-0.41760933,0.49677135,0.23397038,,0.65856596
15,True,1.0144245692252425,0.2017181108899902,-0.36844273484185897,-0.08177768013811697,2.0189172,-6.339357443058142,-1.8871768448790731,0.67051957,1.3532013,0.12443981686648095,0.77788271,-0.4298919883301469,,,1.2078130563655414,0.5444482961524497,0.46984658,2.623157763308977,2.630154226829117,-1.7573415,-0.46528748,0.019777553958083095,0.62573137,-0.26257757,-2.1695379,-0.80462448,,-1.047994,,-0.8205918595152175,1.2790095,-0.60226076,-1.6434119,,-1.2206218
16,True,-0.059266707260985006,-0.043507374452571364,0.0699552097081638,,-0.45050804,-5.644502158826833,3.126256047590583,0.55024926,0.040036379,0.2000642697245479,0.33387529,0.4812223498232042,0.04083145,0.91406157,0.07250698690839381,-0.6349145061981631,,0.7889825953665414,-0.9950715006694298,1.8164547,-0.036279753,0.03681766300737164,1.1348399,0.75491847,0.097361926,0.067263756,-1.4864008,0.56580501,-1.9910983,1.9270127010683873,-0.00089593379,0.64036348,-0.92515221,0.75095992,0.91747628
17,True,0.4014573051611169,-0.30274734314175833,-0.5535934830719378,0.0901395110870257,0.75664401,-0.6088763371013995,10.69971492614136,,-0.53236886,,-0.51496241,3.0925625379645716,1.3995951,-0.89123857,,,0.043465952,-0.4860922930571421,-0.09120218765798196,1.6085607,1.6737927,-0.007781764833924553,0.14307007,1.5251064,-1.7604733,-1.1134182,,-0.35434355,-0.21858875,-1.20746686360467,1.0458484,-0.31507649,-0.58335965,1.3393868,-1.7300905
18,False,-1.3314056131228769,0.5413480538609534,0.27429492707463715,0.018026848489420863,,-2.4616340657867832,1.0375527478910482,-1.3225313,,-0.029504687286564312,-0.16889781,-1.247023839543907,0.18512494,-0.23932463,-0.18367075688543613,0.4355881429273433,-0.40068053,-0.6097898257289655,-2.3686447985553305,-0.79706942,-0.54274721,-0.018367156216315524,1.9613147,0.59946768,1.2166082,0.55770089,0.57586124,0.65781987,-0.30242366,-0.11269666679338618,-0.92857932,-0.25432597,0.81353168,0.2289683,1.3517775
19,False,-0.06431854610966106,-0.2501379753353304,-0.37797044251923145,-0.0807828995860708,1.6771663,,6.722315999980218,,1.0333278,0.21353067420971542,-0.51496241,0.7836569085097801,0.20316163,0.40255987,-0.18265886126851483,-0.21259087683071495,-1.2593637,0.12107769658893194,2.0487789302701533,0.33149782,,-0.019397726157112785,-1.2123487,1.1152816,-2.0559088,-2.245662,-0.59861086,0.3817753,0.19459759,-1.027502654650912,1.8991187,-0.54151024,0.29341257,0.25744057,-0.97841542
20,False,0.1644744540856403,0.38841168530132264,,-0.05475971636752231,0.029045511,1.2419846524884257,9.075473810802926,-0.65245382,,0.10008612446287246,0.34693434,2.182333032916173,-0.12149873,-0.5000902,-0.06628195848304236,,-0.039441392,0.1418297782224504,-1.1441623345349792,-0.084290113,1.2030759,0.0021658199971771232,-1.8735285,2.987757,-0.65827134,-1.6644032,-0.5523718,-0.46051454,-0.074871761,-0.537394981939208,1.532014,,-0.043426479,,-0.28520392
21,False,0.008974885347344363,-0.7334482006746292,0.7052006534984714,0.010394320356962349,-1.7458538,,-3.5434792804367605,-1.3454399,0.1157959,0.19962029292864988,-1.8143371,-1.9878052350825028,-1.25781,,-0.3864249943103634,0.16110693444044027,-0.30592928,-1.0650863804079151,-0.12653757232996868,-0.2327858,,0.019037048643398898,0.037281288,-0.98330393,,0.97548067,0.39090501,0.94094251,0.85330046,0.44613576125080096,-0.79463573,1.0711399,1.7546996,0.17202376,-0.2100364
22,False,2.8076449217123463,-0.5306870483082966,-0.5317035774355021,-0.001311929453908808,2.3386195,-2.3621138063421214,10.440604918027958,1.048512,-0.10306493,,0.013928774,2.4357973958047103,0.92462907,0.52291321,0.06680837343283483,-0.6131148633282929,-1.0284076,0.2564951333064443,-0.07946444668688346,,,0.024261696445414767,-2.0123763,1.7512167,-1.6979773,-1.3253355,-0.17321152,-0.72240298,-1.0449614,-0.04385409211377642,1.3435008,-0.85630838,-0.45456825,1.4153129,0.52493483
23,False,-1.4940901687374821,,0.028382711369024143,0.07273471675265442,0.07314239,-1.4717088845025914,5.250735805600503,-0.016739336,0.70503658,-0.13023890501490087,-0.5410805,0.3062777539189599,,,-0.40625274903435316,0.2538963734489366,-1.5199297,-0.5828366797484813,0.21515598818450854,0.43049494,,,-0.71646376,0.45108285,-0.86848511,-0.91966529,0.73307404,-0.26940676,-1.4461714,1.0647196385981068,0.40093484,-0.56912411,0.47173912,1.5102205,1.2599061
24,False,-0.7287164815065958,0.4149521104819778,0.08834734126862182,,-1.4481999,1.1491451635950496,-1.6248472140337464,,-0.92800189,0.20114077043249426,1.1565949,-0.6612785645612728,-0.10947427,-0.14905962,0.26927624022082425,0.2472227685142444,2.1990569,,0.2234127584461974,1.083876,-0.85854456,0.03765142846244343,0.64556676,,1.6824874,1.0541928,-0.089981209,-0.035830585,0.2724443,,-0.010817681,-1.0661738,,1.0546641,0.83395682
25,False,-0.40778205203129314,0.0865075498122396,,0.09396245558489778,-0.47255648,3.10433034425469,-0.028154220166726085,-0.16564543,-0.14515355,0.16138315601005357,-2.2452854,,-0.74677051,-0.39979575,-0.6581462075122387,0.41435282194816886,-0.29408538,-0.6482979250788312,0.7256538158180584,,-0.60233161,0.027841446330177128,-0.86192333,-1.2659417,0.83026938,0.31550971,0.8532956,,0.54191365,-0.5713284540786082,-0.51186593,0.70663678,0.75904301,1.7285079,0.90912433
26,True,-1.8212845200891,2.071020372395389,,0.11769259901393127,0.29362678,,,,-0.81015375,-0.1713025411125249,0.079223982,-0.7688796719236813,1.1951794,0.45270709,,-0.072446235593557,0.61197345,-0.11943525046930732,,-0.67827287,-0.512955,0.019783091714218666,0.58606057,-0.92677638,0.7791363,,-1.4401617,-2.6476369,-0.97909115,0.37561931531012965,-0.86408796,0.082563268,-0.0037983556,-0.2740418,-0.35201948
27,False,1.4789544299919326,0.9077623827657297,0.5908696999795099,0.09611825066895403,-0.62689556,2.6547313669385457,-4.8237181100117565,-1.2308967,-0.018887689,0.025643617040467637,-0.8871451,,-1.6245559,-0.93135635,-0.028734210138860655,0.004300948890617249,-0.40068053,-0.8555377058309657,-0.5971352376469679,-1.0643617,-1.216051,0.03424307769008986,-0.63712217,-1.2730077,1.4040962,0.58192001,0.22444439,0.55164888,0.93713537,1.3049744286051366,-1.4048232,1.1595043,1.1355102,0.32387587,0.11568948
28,False,1.0607136810269544,,0.5804744221493504,0.00121084849333398,-1.0182554,3.425638503475649,-6.417949486548544,-1.895247,,,-1.8731027,-1.6514264784302954,-2.1897054,1.2149449,0.8259862133808581,0.0030924032342539865,-0.13419264,-3.16127997546252,-0.4110541615574569,-1.1039605,,0.002632897451303592,,-1.4213925,1.5518139,-0.33840647,-0.025246526,0.94802057,1.4341566,,-1.136936,2.5070612,1.7943277,-0.89094099,
29,False,-0.46262944171485876,-1.074133508386157,0.2767060827006418,-0.08500239862203031,-0.19695099,0.7559298524263739,-1.8818357658809555,-1.4027115,0.7134543,,-1.0895602,,-1.2217366,0.3223243,-0.5436381768592385,0.1873203699129427,-0.70270014,-0.3913960995013814,0.4057593583059973,-0.70797201,0.041179975,-0.0022542461648395427,0.57283698,-1.484986,0.81322502,0.38816706,0.25218783,1.8681691,0.61377215,0.4083804810622538,-0.87897058,0.48020303,1.403,1.3868406,0.91747628
30,False,-1.2929727204575798,0.8522348232866627,0.8854721330891064,0.040011769469563314,-2.5947188,4.62061313248894,-6.364168027523695,-1.4428016,,-0.20535895521366088,-2.4803482,-1.6686908213128215,,1.1146505,-0.2935690154726883,,-0.50727569,-3.1902340651165613,-2.9936054975945736,1.0046783,-0.82279391,-0.014402263497144184,-0.12140188,0.21084072,,0.91493287,1.2601993,0.91970831,1.0149821,1.471088530814903,-1.6181408,1.214732,1.5317914,-2.9409445,2.0867487
31,False,-0.741971442283096,-0.07425276427131011,,-0.06988960038918432,-0.41743538,2.915594626133479,-9.008240951228142,-1.0075376,-0.19565989,-0.001252487338484958,0.77135319,-2.619880040336206,0.52180975,,-0.11273628717981886,0.10451060754562724,0.2388904,-0.325711638096487,1.3521625120628413,,,-0.011957707493099766,0.81747353,,,0.66063214,0.94577372,1.0046451,1.1586991,0.6483759220450972,,-0.17148435,0.34790124,-1.944415,-0.28520392
32,False,-0.8498349678213919,,0.012516834672412984,-0.1381372818853679,,2.0362505654882743,,-0.12555533,,-0.16202515105182172,-0.7304366,0.38844810778385297,-0.049351981,0.56303099,-0.19648049071655208,-0.0817587381702948,-1.093549,-0.9090591736127382,-0.5237913809974215,-1.1732585,0.54764743,0.02286474896955619,-1.298302,-0.0011376171,-0.71508587,0.16414023,-0.18245933,,0.83533584,0.7354989588461556,-0.25390049,0.7452962,0.34790124,-0.28353256,1.3601294
33,False,0.6990612172884124,-0.4712954534482447,0.30024750726504323,-0.04377282595757203,-0.63240767,1.8426878493187175,-2.0765150556246197,-1.3053498,-0.094647206,-0.4658435579737687,,-2.7045352255165795,-0.75879497,0.10167651,,-0.38632282213462565,,-0.3782233602850272,-0.4774822494408618,-0.4703789,,0.02408404585180412,0.50010719,-0.13539057,0.62005562,0.77567295,0.98276496,,0.97306462,1.6113438672614524,-0.34815709,1.1484587,0.5609024,0.2289683,0.31613618
34,True,0.5024502523793436,0.3088210030423183,-0.5193229298740916,0.13347141089137918,1.2968308,-3.152621811616835,6.50307108769429,2.0278559,1.4878849,-0.10891511613598756,-0.16889781,0.08836873497746958,0.40156517,-1.4629169,0.21339617512559014,,,1.7247207425377542,,-0.2327858,0.15439035,0.019162992220822777,0.22241165,2.4507452,-0.60713826,-0.73802191,-0.84830178,-1.692098,,0.5218137668728666,1.7602142,-0.60778353,-1.3016194,-0.70112586,-1.036879
35,True,-0.47912862890143687,-0.8845971110569926,,0.004554795766788236,,-0.9566506767545245,3.742113572599751,0.99124039,0.28415038,-0.017501435375039905,0.47099523,4.068694021267737,-1.2638222,,0.6793483714459478,-0.47643401647144734,-0.12234874,0.8325129684084682,1.9516740974179827,0.4007958,2.3351796,0.01618789251465556,,,-1.6354813,-1.1921304,-1.0979927,-1.1046185,-0.7096218,0.04832403341723251,1.3087747,-0.083119964,,0.35234814,0.16580116
36,True,-1.1918879734804564,0.0763643239242337,-0.7178947543208176,0.05247907936197618,,-0.07920978586418555,6.783207194857569,0.89960587,,0.11575248519702622,0.89541408,1.025120606516905,2.2232705,0.46273654,,-0.10836015409130888,-0.83890506,-0.2622957544737893,1.4396987471646983,0.79678431,0.79790193,0.027222942945830338,-1.2718548,,-0.81735203,-0.44133772,0.011744721,-0.60207586,-0.96711474,0.6645939184529783,,,-1.6335049,1.3488776,-0.4104831
37,False,-1.5956269296199297,-1.3601193467174135,0.7777623512080518,-0.10548159655314669,-0.43948382,0.4377388889281485,-6.578282078429633,-1.059082,,0.09404513337142548,0.33387529,-2.725242549415597,-2.0694608,-0.2995013,0.07583916166355482,0.087179850597762,0.20928064,-3.016063426551131,-2.1032311225623452,-0.1535881,-1.5497237,0.007217017236371873,-0.5181098,0.21790667,1.2791042,-0.49583073,-0.47838931,1.4930316,0.074833436,-0.20238866051078605,-1.0079533,1.9326927,1.7943277,-2.5518234,0.72538153
38,False,1.1799488215162444,,0.3846960230349051,0.05540164205990219,-0.85840417,-1.8099295995312783,-1.7091081292990007,-1.1965338,-0.23774851,-0.469111124345181,,,-0.44014685,-0.2995013,0.061278428691465874,-0.21021296918628274,,,-0.672303284382253,-0.16348781,-0.50699656,-0.018467867584912,0.99599209,-0.4250943,1.5574954,-0.16281786,-0.33967213,-0.22693836,-0.38027036,-0.213676672564364,-0.64580952,0.30347425,0.41725045,-0.08422667,-0.026293596
39,False,1.5665888764806852,0.03209878628274171,0.568961127667207,0.017090330174569845,-1.3710304,,-5.850223123924763,-1.0762635,-1.2478754,0.31111800152945,-0.19501589,-1.9779179631832722,-0.13953541,1.4857399,-0.3401951174706652,-0.7474649609852243,0.049387905,,-0.7098455917764178,-1.9652355,-1.1683835,-0.0006425207038283903,0.68523755,-1.4425903,0.057591754,0.85438508,0.89953466,-0.47467067,1.1946283,0.30655144925458494,-1.4345884,0.51333967,1.8290023,,-0.65268953
40,False,0.8384755710641361,1.0246925514872578,,0.02482996872245096,0.46450219,-0.15791480581434197,-2.708517082741854,0.26389138,-0.39768527,0.20045792637528495,1.7181337,0.01098012812962669,0.7202133,-1.5130642,0.22294888286384024,0.15785055184373692,1.1982468,,-1.4081236409473623,2.1530449,-0.31036802,0.01409731815475969,0.66540216,,-0.61850117,,0.94577372,0.45963403,-0.72758642,1.1128061622098282,-0.52178767,0.47468025,0.30827311,-0.98584856,1.2348502
41,False,-0.2326017537693239,0.2959996562995767,,0.03224273729688269,-1.4978089,0.2768140002530335,-0.5583705832483066,0.36125306,1.0922519,-0.33503739721352005,-1.337682,1.8247573587285724,-0.58444034,-1.2522986,0.4970507495699226,0.20156037631347704,0.62381736,1.2815756343797404,1.4669312083428172,-1.5197484,0.86940322,0.008950662884932667,0.53977798,-1.1670185,1.3472816,-0.3565708,,1.1462064,,0.07199870585161355,-0.060426418,0.92754775,1.0265328,0.44725571,0.76714125
42,True,0.6974593270910525,-1.6960636373905873,-0.49290069359061095,0.0430516805877233,1.1259554,-4.871628192076618,5.689021158590848,1.6384092,,,0.51017236,1.241045199971796,1.2132161,-0.11897128,-0.2761871801745488,,-0.97510999,0.0012511484189247357,0.4434017099452946,-0.22288609,,0.0059913763427235115,0.037281288,1.2424687,-1.3627715,-0.39895426,,-0.76487137,-0.94915011,1.3104158021447467,1.1153007,,-0.83598894,0.31438511,0.32448813
43,False,0.4189790523090733,-1.8687408975011466,-0.10167954297249299,-0.08091876955343158,1.1700522,3.6487480372241636,1.4400233841767778,0.40134316,0.49459348,0.09228454086768337,-1.7425123,3.186249425137926,-1.0594064,2.3081545,-0.7913725773441252,0.43194738513129666,0.26257822,-0.10910817965876538,1.5565874606463805,0.90568115,1.6857096,-0.010558096170094471,-0.47182721,0.15431317,-0.24352526,-0.55032375,-0.14546808,1.09666,1.0748642,1.2970999996936161,1.0061614,0.57409019,0.47173912,-0.98584856,-0.093109162
44,True,1.5952557262988019,1.5940298930649484,-0.11435281551515698,0.0653489106477924,-0.38987483,1.2115078045135226,0.20075486793269573,0.91106018,0.99965692,,,0.6199496884429707,-0.043339752,-1.5531819,0.45774052235045876,-0.1581877538705898,0.019778139,1.1482990730650113,1.8334159306430016,-1.0940608,0.38081109,0.035083679146651496,-0.43215641,-0.89144665,-0.66963425,-1.9489778,1.4636512,-1.8265813,0.11076268,0.1507943993167494,0.40589571,-1.552178,0.025922737,0.46623722,-1.2289738
45,False,-0.7658810168233191,-0.33205278533636434,0.2671674011112015,-0.012084337353711701,0.1888967,3.40487133546728,-2.598511349731537,,0.65453024,-0.10961898908557002,-0.72390708,-0.9256640235868401,,,,0.5489400347122175,-0.94550022,0.625309241256857,,-0.64857373,-0.33420178,-0.015906099201264852,-0.33959123,,-1.0275658,-0.090160509,0.82555216,-0.48174874,1.6138029,-2.1271841897420454,-0.35311797,0.060472171,-0.96973385,0.37132965,1.3935372
46,False,-0.9058339348087293,-0.7918540709740871,-0.31057983901746017,-0.01869380711652223,-0.5938229,-0.36445379641857556,-6.320627836262436,-0.55509214,-0.094647206,0.07224313862107348,-0.18195685,0.26480522085217517,0.99076359,-0.52014909,,-0.020279678624667348,1.9029592,1.252581490666205,1.0060341610374357,-0.55947632,-0.23290829,0.028855527972894597,0.9166505,-0.60174292,-0.68667861,0.80594685,,-0.43928034,0.068845229,-1.040250848638526,0.30171736,0.529908,,-2.2481192,1.9948773
47,False,-0.45116329166621777,0.8044528274024279,-0.17051236926839253,0.15113212589521804,1.8811144,-0.4352162543769952,9.735494597075341,0.65906525,-0.094647206,-0.10946048487187093,-0.051366434,,-0.42812239,-0.5000902,0.18741404505110834,0.2671622695931278,-0.20525608,0.020130800183962863,-0.37950018460924845,0.3215981,1.894255,0.003126955480274427,-1.2123487,,-1.0900618,-1.6220197,0.38165719,-1.0904624,-1.2844898,-1.3297663180346186,1.2839704,-1.7178612,-0.82112839,0.57063555,0.95923601
48,False,2.437317221140198,0.5007581836411666,0.2355873743774048,0.03395828782353786,0.15031193,2.910980189507735,-4.477700692595874,0.48152337,,,-0.81532037,-1.7711374801559792,-0.1996577,0.35241264,-0.039742396934783444,0.3752742529222439,-0.12234874,,-2.69377070629896,0.33149782,-1.0253809,0.04241032413886022,0.057116684,,,0.65457736,1.3064384,0.091574601,0.49400799,0.6116057173824978,-1.4197058,0.75081897,0.60053052,-2.0677948,0.80890098
49,True,-0.510769968452525,,-0.5737219083014462,-0.0071215177368184005,0.98264051,0.1641565583604073,6.480391655534588,0.82515282,0.75554292,-0.23031277273345777,-0.78920229,3.6870924861451324,-0.17560878,-1.7537709,0.08717737765178676,0.7956557273262544,-1.6857444,0.3422028511096456,3.846457835254318,-0.9356654,2.394764,-0.005973825516803697,-1.5231032,0.57120391,-1.1639207,-1.7673344,0.1504619,-0.26232869,-0.45811707,,2.7474281,0.38631586,-1.2372237,0.2289683,-0.29355586
50,False,0.6834620747173836,0.7038387785327043,-0.14272404640923375,0.08531413039717273,-0.97415847,-4.11927437995338,-4.860734334224128,0.011896452,0.52826437,,1.1761835,-1.166261515204965,0.58794426,-1.1219158,-0.08515415290870905,-0.24904422191417003,1.8674275,,0.5169418161824217,1.8362541,-1.0432562,0.04289726403136749,1.9480911,-0.44629213,0.56892254,,-0.43215025,-0.75779331,-1.2844898,,0.0040649399,-0.27089429,0.0011551598,-1.1187192,0.89242044
51,False,-0.8978150075774426,-1.7136843326061009,0.40116873839999057,-0.053838415448754506,-0.20797521,,-3.5518044434500173,0.0061692941,-0.68388789,0.6377157136556921,-0.51496241,-3.6792664332557834,-0.55437919,0.40255987,0.10509953875591917,0.6914040606849174,0.16190501,-0.09394728354181853,-1.5971526592419774,-0.054590975,-2.0383158,-0.02074828883117382,,0.21084072,,1.2782196,,-0.52421713,0.41616129,-0.7260072261154353,,,-0.62298778,-0.6251998,-0.77796872
52,False,0.7264013186334171,1.1313361540705742,-0.0012597115777070594,0.028867743157445343,0.75664401,-0.7871983194638983,2.4126584925165213,0.41852464,0.065289551,,-0.45619672,-0.5476297393342601,,0.21200041,,,-1.3837248,-0.4860091766216796,-0.6892031268213802,-0.69807229,0.023304653,0.01652834672567574,-0.81564073,0.45108285,-1.4423119,0.12175677,-0.97777115,0.38885337,0.28442071,,-0.085230787,-0.49732805,,0.60859857,0.14909727
53,False,,-0.0657133405495297,-0.184039721063862,-0.04717767720399898,0.9771284,1.1644144282243392,9.4610021994371,0.29825433,0.46092258,,-0.27989966,,0.31739397,-1.2222103,0.31695592760243557,-0.0895683912481162,-0.50135374,1.15717833447796,-0.2577036834714178,-1.707843,2.0193823,-0.013182830673727436,-1.1330071,1.8784037,-1.0275658,-1.6462388,0.55736562,,0.24849147,-0.48092149413711865,1.1252224,-0.69614792,-1.0143155,0.39031117,-0.29355586
54,False,-0.049249631138778845,0.7515382761411836,-0.01704421880501719,-0.022532095446082333,-1.5308816,-1.4251620451481704,-5.921692623282094,-0.66963529,,0.060766112129212825,-0.30601775,-0.7312185043591684,-0.40407348,-0.31956019,,-0.5267102804017799,0.2388904,,,-0.36148207,-0.47720436,,1.1745107,-1.3719309,1.6199914,-0.029612715,-0.089981209,0.99756703,-0.24254158,0.5006751972003785,-0.1398004,1.0600943,0.95223011,-1.0143208,0.19920894
