feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34
,1.473990731956594,0.6279877267174263,-0.1184932584682109,0.19440881,5.492556992506934,-0.9883875079782368,-0.74408834,-0.39768527,0.0087926117217934,-1.174444,,-2.0814853,0.64326655,0.0540242350339804,-0.0735034970623206,-0.37699272,-1.4102160674169186,-1.290027913703521,0.093904714,,0.011483839035639,-0.68340476,,1.727939,0.11570199,1.8705549,1.3585484,0.69760706,-0.5584305716330046,-1.4494711,,1.1503707,0.83637674,0.29943229
0.410600433333739,0.6025009161984256,,0.0805367300349955,-1.0733764,1.48100933106632,,-0.40045889,-0.56603975,,0.6799399,-3.636789206420675,-1.0293453,-0.39979575,0.3791290906379634,,0.9969004,0.1254352942536972,-0.7517691660069226,-0.82676856,-2.2111106,0.0105729434753613,0.47366,0.29563206,0.97798717,1.0057546,-0.080733397,-0.27648483,1.3383453,,-0.22413525,1.0877082,-0.67747645,-0.87195948,0.91747628
0.1368706864584437,0.74873034978827,0.0125268999365384,0.0525870471409852,-0.015051367,-4.381890412008712,-3.101577313473859,0.45288758,,-0.1716764900355652,1.2871853,-3.217152430842964,0.58794426,-1.0517097,-0.8670993682893754,0.4751593537773586,1.5061884,,,-0.11398925,-2.2111106,0.0028141187346639,1.1612871,-1.4779201,0.023503035,-0.50794029,-0.36741556,0.65781987,-0.98507936,-0.5528418137589535,-0.3283136,-0.39791811,-0.53877802,1.8234154,-0.20168446
-0.2465500637036704,0.5753853861292216,-0.6013240168969234,,,0.928274013458654,3.988633299224405,,0.42725169,0.0080561500804746,0.47752475,,0.95469022,1.4957694,0.0961156105844376,0.0542143997078051,-0.76784163,0.8921822999738358,0.394385289658489,,0.57148119,0.0310498121829885,-2.514873,1.3060622,-1.118469,-1.3858833,,-0.57376359,-0.53596377,0.4261354270107295,1.1897138,-0.84526283,-1.6830401,-0.90992251,-0.14322084
0.2600635396766312,,0.2029133240539033,0.035842275789247,-0.33475374,4.10985210182273,4.773145916970431,-1.0075376,1.3447836,-0.1298195180293386,-1.1679145,-0.4957097590405657,-0.52431805,0.57306043,1.0079178168402865,-0.4912586687828661,-0.50727569,0.7164086876128973,-1.694897620792658,0.15330299,-0.17928233,-0.001577610695465,0.31497683,0.74078658,0.46665638,0.091482873,0.59435687,1.7336859,1.6796732,1.1313266161270012,-0.41760933,0.49677135,0.23397038,,0.65856596
1.0144245692252425,0.2017181108899902,-0.3684427348418589,-0.0817776801381169,2.0189172,-6.339357443058142,-1.887176844879073,0.67051957,1.3532013,0.1244398168664809,0.77788271,-0.4298919883301469,,,1.2078130563655414,0.5444482961524497,0.46984658,2.623157763308977,2.630154226829117,-1.7573415,-0.46528748,0.019777553958083,0.62573137,-0.26257757,-2.1695379,-0.80462448,,-1.047994,,-0.8205918595152175,1.2790095,-0.60226076,-1.6434119,,-1.2206218
-0.059266707260985,-0.0435073744525713,0.0699552097081638,,-0.45050804,-5.644502158826833,3.126256047590583,0.55024926,0.040036379,0.2000642697245479,0.33387529,0.4812223498232042,0.04083145,0.91406157,0.0725069869083938,-0.6349145061981631,,0.7889825953665414,-0.9950715006694298,1.8164547,-0.036279753,0.0368176630073716,1.1348399,0.75491847,0.097361926,0.067263756,-1.4864008,0.56580501,-1.9910983,1.9270127010683875,-0.00089593379,0.64036348,-0.92515221,0.75095992,0.91747628
0.4014573051611169,-0.3027473431417583,-0.5535934830719378,0.0901395110870257,0.75664401,-0.6088763371013995,10.69971492614136,,-0.53236886,,-0.51496241,3.092562537964572,1.3995951,-0.89123857,,,0.043465952,-0.4860922930571421,-0.0912021876579819,1.6085607,1.6737927,-0.0077817648339245,0.14307007,1.5251064,-1.7604733,-1.1134182,,-0.35434355,-0.21858875,-1.20746686360467,1.0458484,-0.31507649,-0.58335965,1.3393868,-1.7300905
-1.3314056131228769,0.5413480538609534,0.2742949270746371,0.0180268484894208,,-2.4616340657867832,1.0375527478910482,-1.3225313,,-0.0295046872865643,-0.16889781,-1.247023839543907,0.18512494,-0.23932463,-0.1836707568854361,0.4355881429273433,-0.40068053,-0.6097898257289655,-2.3686447985553305,-0.79706942,-0.54274721,-0.0183671562163155,1.9613147,0.59946768,1.2166082,0.55770089,0.57586124,0.65781987,-0.30242366,-0.1126966667933861,-0.92857932,-0.25432597,0.81353168,0.2289683,1.3517775
-0.064318546109661,-0.2501379753353304,-0.3779704425192314,-0.0807828995860708,1.6771663,,6.722315999980218,,1.0333278,0.2135306742097154,-0.51496241,0.7836569085097801,0.20316163,0.40255987,-0.1826588612685148,-0.2125908768307149,-1.2593637,0.1210776965889319,2.0487789302701533,0.33149782,,-0.0193977261571127,-1.2123487,1.1152816,-2.0559088,-2.245662,-0.59861086,0.3817753,0.19459759,-1.027502654650912,1.8991187,-0.54151024,0.29341257,0.25744057,-0.97841542
0.1644744540856403,0.3884116853013226,,-0.0547597163675223,0.029045511,1.2419846524884255,9.075473810802926,-0.65245382,,0.1000861244628724,0.34693434,2.182333032916173,-0.12149873,-0.5000902,-0.0662819584830423,,-0.039441392,0.1418297782224504,-1.1441623345349792,-0.084290113,1.2030759,0.0021658199971771,-1.8735285,2.987757,-0.65827134,-1.6644032,-0.5523718,-0.46051454,-0.074871761,-0.537394981939208,1.532014,,-0.043426479,,-0.28520392
0.0089748853473443,-0.7334482006746292,0.7052006534984714,0.0103943203569623,-1.7458538,,-3.5434792804367605,-1.3454399,0.1157959,0.1996202929286498,-1.8143371,-1.9878052350825028,-1.25781,,-0.3864249943103634,0.1611069344404402,-0.30592928,-1.0650863804079151,-0.1265375723299686,-0.2327858,,0.0190370486433988,0.037281288,-0.98330393,,0.97548067,0.39090501,0.94094251,0.85330046,0.4461357612508009,-0.79463573,1.0711399,1.7546996,0.17202376,-0.2100364
2.8076449217123463,-0.5306870483082966,-0.5317035774355021,-0.0013119294539088,2.3386195,-2.362113806342121,10.440604918027958,1.048512,-0.10306493,,0.013928774,2.4357973958047103,0.92462907,0.52291321,0.0668083734328348,-0.6131148633282929,-1.0284076,0.2564951333064443,-0.0794644466868834,,,0.0242616964454147,-2.0123763,1.7512167,-1.6979773,-1.3253355,-0.17321152,-0.72240298,-1.0449614,-0.0438540921137764,1.3435008,-0.85630838,-0.45456825,1.4153129,0.52493483
-1.494090168737482,,0.0283827113690241,0.0727347167526544,0.07314239,-1.4717088845025914,5.250735805600503,-0.016739336,0.70503658,-0.1302389050149008,-0.5410805,0.3062777539189599,,,-0.4062527490343531,0.2538963734489366,-1.5199297,-0.5828366797484813,0.2151559881845085,0.43049494,,,-0.71646376,0.45108285,-0.86848511,-0.91966529,0.73307404,-0.26940676,-1.4461714,1.0647196385981068,0.40093484,-0.56912411,0.47173912,1.5102205,1.2599061
-0.7287164815065958,0.4149521104819778,0.0883473412686218,,-1.4481999,1.1491451635950496,-1.6248472140337464,,-0.92800189,0.2011407704324942,1.1565949,-0.6612785645612728,-0.10947427,-0.14905962,0.2692762402208242,0.2472227685142444,2.1990569,,0.2234127584461974,1.083876,-0.85854456,0.0376514284624434,0.64556676,,1.6824874,1.0541928,-0.089981209,-0.035830585,0.2724443,,-0.010817681,-1.0661738,,1.0546641,0.83395682
-0.4077820520312931,0.0865075498122396,,0.0939624555848977,-0.47255648,3.10433034425469,-0.028154220166726,-0.16564543,-0.14515355,0.1613831560100535,-2.2452854,,-0.74677051,-0.39979575,-0.6581462075122387,0.4143528219481688,-0.29408538,-0.6482979250788312,0.7256538158180584,,-0.60233161,0.0278414463301771,-0.86192333,-1.2659417,0.83026938,0.31550971,0.8532956,,0.54191365,-0.5713284540786082,-0.51186593,0.70663678,0.75904301,1.7285079,0.90912433
-1.8212845200891,2.071020372395389,,0.1176925990139312,0.29362678,,,,-0.81015375,-0.1713025411125249,0.079223982,-0.7688796719236813,1.1951794,0.45270709,,-0.072446235593557,0.61197345,-0.1194352504693073,,-0.67827287,-0.512955,0.0197830917142186,0.58606057,-0.92677638,0.7791363,,-1.4401617,-2.6476369,-0.97909115,0.3756193153101296,-0.86408796,0.082563268,-0.0037983556,-0.2740418,-0.35201948
1.4789544299919326,0.9077623827657296,0.5908696999795099,0.096118250668954,-0.62689556,2.6547313669385457,-4.8237181100117565,-1.2308967,-0.018887689,0.0256436170404676,-0.8871451,,-1.6245559,-0.93135635,-0.0287342101388606,0.0043009488906172,-0.40068053,-0.8555377058309657,-0.5971352376469679,-1.0643617,-1.216051,0.0342430776900898,-0.63712217,-1.2730077,1.4040962,0.58192001,0.22444439,0.55164888,0.93713537,1.3049744286051366,-1.4048232,1.1595043,1.1355102,0.32387587,0.11568948
1.0607136810269544,,0.5804744221493504,0.0012108484933339,-1.0182554,3.425638503475649,-6.417949486548544,-1.895247,,,-1.8731027,-1.6514264784302954,-2.1897054,1.2149449,0.8259862133808581,0.0030924032342539,-0.13419264,-3.16127997546252,-0.4110541615574569,-1.1039605,,0.0026328974513035,,-1.4213925,1.5518139,-0.33840647,-0.025246526,0.94802057,1.4341566,,-1.136936,2.5070612,1.7943277,-0.89094099,
-0.4626294417148587,-1.074133508386157,0.2767060827006418,-0.0850023986220303,-0.19695099,0.7559298524263739,-1.8818357658809557,-1.4027115,0.7134543,,-1.0895602,,-1.2217366,0.3223243,-0.5436381768592385,0.1873203699129427,-0.70270014,-0.3913960995013814,0.4057593583059973,-0.70797201,0.041179975,-0.0022542461648395,0.57283698,-1.484986,0.81322502,0.38816706,0.25218783,1.8681691,0.61377215,0.4083804810622538,-0.87897058,0.48020303,1.403,1.3868406,0.91747628
-1.2929727204575798,0.8522348232866627,0.8854721330891064,0.0400117694695633,-2.5947188,4.62061313248894,-6.364168027523695,-1.4428016,,-0.2053589552136608,-2.4803482,-1.6686908213128215,,1.1146505,-0.2935690154726883,,-0.50727569,-3.1902340651165613,-2.9936054975945736,1.0046783,-0.82279391,-0.0144022634971441,-0.12140188,0.21084072,,0.91493287,1.2601993,0.91970831,1.0149821,1.471088530814903,-1.6181408,1.214732,1.5317914,-2.9409445,2.0867487
-0.741971442283096,-0.0742527642713101,,-0.0698896003891843,-0.41743538,2.915594626133479,-9.008240951228142,-1.0075376,-0.19565989,-0.0012524873384849,0.77135319,-2.619880040336206,0.52180975,,-0.1127362871798188,0.1045106075456272,0.2388904,-0.325711638096487,1.352162512062841,,,-0.0119577074930997,0.81747353,,,0.66063214,0.94577372,1.0046451,1.1586991,0.6483759220450972,,-0.17148435,0.34790124,-1.944415,-0.28520392
-0.8498349678213919,,0.0125168346724129,-0.1381372818853679,,2.0362505654882743,,-0.12555533,,-0.1620251510518217,-0.7304366,0.3884481077838529,-0.049351981,0.56303099,-0.196480490716552,-0.0817587381702948,-1.093549,-0.9090591736127382,-0.5237913809974215,-1.1732585,0.54764743,0.0228647489695561,-1.298302,-0.0011376171,-0.71508587,0.16414023,-0.18245933,,0.83533584,0.7354989588461556,-0.25390049,0.7452962,0.34790124,-0.28353256,1.3601294
0.6990612172884124,-0.4712954534482447,0.3002475072650432,-0.043772825957572,-0.63240767,1.842687849318717,-2.07651505562462,-1.3053498,-0.094647206,-0.4658435579737687,,-2.7045352255165795,-0.75879497,0.10167651,,-0.3863228221346256,,-0.3782233602850272,-0.4774822494408618,-0.4703789,,0.0240840458518041,0.50010719,-0.13539057,0.62005562,0.77567295,0.98276496,,0.97306462,1.6113438672614524,-0.34815709,1.1484587,0.5609024,0.2289683,0.31613618
0.5024502523793436,0.3088210030423183,-0.5193229298740916,0.1334714108913791,1.2968308,-3.152621811616835,6.50307108769429,2.0278559,1.4878849,-0.1089151161359875,-0.16889781,0.0883687349774695,0.40156517,-1.4629169,0.2133961751255901,,,1.7247207425377542,,-0.2327858,0.15439035,0.0191629922208227,0.22241165,2.4507452,-0.60713826,-0.73802191,-0.84830178,-1.692098,,0.5218137668728666,1.7602142,-0.60778353,-1.3016194,-0.70112586,-1.036879
-0.4791286289014368,-0.8845971110569926,,0.0045547957667882,,-0.9566506767545244,3.742113572599751,0.99124039,0.28415038,-0.0175014353750399,0.47099523,4.068694021267737,-1.2638222,,0.6793483714459478,-0.4764340164714473,-0.12234874,0.8325129684084682,1.9516740974179827,0.4007958,2.3351796,0.0161878925146555,,,-1.6354813,-1.1921304,-1.0979927,-1.1046185,-0.7096218,0.0483240334172325,1.3087747,-0.083119964,,0.35234814,0.16580116
-1.1918879734804564,0.0763643239242337,-0.7178947543208176,0.0524790793619761,,-0.0792097858641855,6.783207194857569,0.89960587,,0.1157524851970262,0.89541408,1.025120606516905,2.2232705,0.46273654,,-0.1083601540913088,-0.83890506,-0.2622957544737893,1.4396987471646985,0.79678431,0.79790193,0.0272229429458303,-1.2718548,,-0.81735203,-0.44133772,0.011744721,-0.60207586,-0.96711474,0.6645939184529783,,,-1.6335049,1.3488776,-0.4104831
-1.5956269296199297,-1.3601193467174135,0.7777623512080518,-0.1054815965531466,-0.43948382,0.4377388889281485,-6.578282078429633,-1.059082,,0.0940451333714254,0.33387529,-2.725242549415597,-2.0694608,-0.2995013,0.0758391616635548,0.087179850597762,0.20928064,-3.016063426551131,-2.103231122562345,-0.1535881,-1.5497237,0.0072170172363718,-0.5181098,0.21790667,1.2791042,-0.49583073,-0.47838931,1.4930316,0.074833436,-0.202388660510786,-1.0079533,1.9326927,1.7943277,-2.5518234,0.72538153
1.1799488215162444,,0.3846960230349051,0.0554016420599021,-0.85840417,-1.8099295995312783,-1.7091081292990007,-1.1965338,-0.23774851,-0.469111124345181,,,-0.44014685,-0.2995013,0.0612784286914658,-0.2102129691862827,,,-0.672303284382253,-0.16348781,-0.50699656,-0.018467867584912,0.99599209,-0.4250943,1.5574954,-0.16281786,-0.33967213,-0.22693836,-0.38027036,-0.213676672564364,-0.64580952,0.30347425,0.41725045,-0.08422667,-0.026293596
1.5665888764806852,0.0320987862827417,0.568961127667207,0.0170903301745698,-1.3710304,,-5.850223123924763,-1.0762635,-1.2478754,0.31111800152945,-0.19501589,-1.977917963183272,-0.13953541,1.4857399,-0.3401951174706652,-0.7474649609852243,0.049387905,,-0.7098455917764178,-1.9652355,-1.1683835,-0.0006425207038283,0.68523755,-1.4425903,0.057591754,0.85438508,0.89953466,-0.47467067,1.1946283,0.3065514492545849,-1.4345884,0.51333967,1.8290023,,-0.65268953
0.8384755710641361,1.0246925514872578,,0.0248299687224509,0.46450219,-0.1579148058143419,-2.708517082741854,0.26389138,-0.39768527,0.2004579263752849,1.7181337,0.0109801281296266,0.7202133,-1.5130642,0.2229488828638402,0.1578505518437369,1.1982468,,-1.4081236409473623,2.1530449,-0.31036802,0.0140973181547596,0.66540216,,-0.61850117,,0.94577372,0.45963403,-0.72758642,1.1128061622098282,-0.52178767,0.47468025,0.30827311,-0.98584856,1.2348502
-0.2326017537693239,0.2959996562995767,,0.0322427372968826,-1.4978089,0.2768140002530335,-0.5583705832483066,0.36125306,1.0922519,-0.33503739721352,-1.337682,1.8247573587285724,-0.58444034,-1.2522986,0.4970507495699226,0.201560376313477,0.62381736,1.2815756343797404,1.4669312083428172,-1.5197484,0.86940322,0.0089506628849326,0.53977798,-1.1670185,1.3472816,-0.3565708,,1.1462064,,0.0719987058516135,-0.060426418,0.92754775,1.0265328,0.44725571,0.76714125
0.6974593270910525,-1.6960636373905873,-0.4929006935906109,0.0430516805877233,1.1259554,-4.871628192076618,5.689021158590848,1.6384092,,,0.51017236,1.241045199971796,1.2132161,-0.11897128,-0.2761871801745488,,-0.97510999,0.0012511484189247,0.4434017099452946,-0.22288609,,0.0059913763427235,0.037281288,1.2424687,-1.3627715,-0.39895426,,-0.76487137,-0.94915011,1.3104158021447467,1.1153007,,-0.83598894,0.31438511,0.32448813
0.4189790523090733,-1.8687408975011464,-0.1016795429724929,-0.0809187695534315,1.1700522,3.648748037224164,1.4400233841767778,0.40134316,0.49459348,0.0922845408676833,-1.7425123,3.186249425137926,-1.0594064,2.3081545,-0.7913725773441252,0.4319473851312966,0.26257822,-0.1091081796587653,1.5565874606463803,0.90568115,1.6857096,-0.0105580961700944,-0.47182721,0.15431317,-0.24352526,-0.55032375,-0.14546808,1.09666,1.0748642,1.297099999693616,1.0061614,0.57409019,0.47173912,-0.98584856,-0.093109162
1.595255726298802,1.5940298930649484,-0.1143528155151569,0.0653489106477924,-0.38987483,1.2115078045135226,0.2007548679326957,0.91106018,0.99965692,,,0.6199496884429707,-0.043339752,-1.5531819,0.4577405223504587,-0.1581877538705898,0.019778139,1.1482990730650111,1.8334159306430016,-1.0940608,0.38081109,0.0350836791466514,-0.43215641,-0.89144665,-0.66963425,-1.9489778,1.4636512,-1.8265813,0.11076268,0.1507943993167494,0.40589571,-1.552178,0.025922737,0.46623722,-1.2289738
-0.7658810168233191,-0.3320527853363643,0.2671674011112015,-0.0120843373537117,0.1888967,3.40487133546728,-2.598511349731537,,0.65453024,-0.10961898908557,-0.72390708,-0.92566402358684,,,,0.5489400347122175,-0.94550022,0.625309241256857,,-0.64857373,-0.33420178,-0.0159060992012648,-0.33959123,,-1.0275658,-0.090160509,0.82555216,-0.48174874,1.6138029,-2.1271841897420454,-0.35311797,0.060472171,-0.96973385,0.37132965,1.3935372
-0.9058339348087292,-0.7918540709740871,-0.3105798390174601,-0.0186938071165222,-0.5938229,-0.3644537964185755,-6.320627836262436,-0.55509214,-0.094647206,0.0722431386210734,-0.18195685,0.2648052208521751,0.99076359,-0.52014909,,-0.0202796786246673,1.9029592,1.252581490666205,1.0060341610374357,-0.55947632,-0.23290829,0.0288555279728945,0.9166505,-0.60174292,-0.68667861,0.80594685,,-0.43928034,0.068845229,-1.040250848638526,0.30171736,0.529908,,-2.2481192,1.9948773
-0.4511632916662177,0.8044528274024279,-0.1705123692683925,0.151132125895218,1.8811144,-0.4352162543769952,9.73549459707534,0.65906525,-0.094647206,-0.1094604848718709,-0.051366434,,-0.42812239,-0.5000902,0.1874140450511083,0.2671622695931278,-0.20525608,0.0201308001839628,-0.3795001846092484,0.3215981,1.894255,0.0031269554802744,-1.2123487,,-1.0900618,-1.6220197,0.38165719,-1.0904624,-1.2844898,-1.3297663180346186,1.2839704,-1.7178612,-0.82112839,0.57063555,0.95923601
2.437317221140198,0.5007581836411666,0.2355873743774048,0.0339582878235378,0.15031193,2.910980189507735,-4.477700692595874,0.48152337,,,-0.81532037,-1.7711374801559792,-0.1996577,0.35241264,-0.0397423969347834,0.3752742529222439,-0.12234874,,-2.69377070629896,0.33149782,-1.0253809,0.0424103241388602,0.057116684,,,0.65457736,1.3064384,0.091574601,0.49400799,0.6116057173824978,-1.4197058,0.75081897,0.60053052,-2.0677948,0.80890098
-0.510769968452525,,-0.5737219083014462,-0.0071215177368184,0.98264051,0.1641565583604073,6.480391655534588,0.82515282,0.75554292,-0.2303127727334577,-0.78920229,3.687092486145133,-0.17560878,-1.7537709,0.0871773776517867,0.7956557273262544,-1.6857444,0.3422028511096456,3.846457835254318,-0.9356654,2.394764,-0.0059738255168036,-1.5231032,0.57120391,-1.1639207,-1.7673344,0.1504619,-0.26232869,-0.45811707,,2.7474281,0.38631586,-1.2372237,0.2289683,-0.29355586
0.6834620747173836,0.7038387785327043,-0.1427240464092337,0.0853141303971727,-0.97415847,-4.11927437995338,-4.860734334224128,0.011896452,0.52826437,,1.1761835,-1.166261515204965,0.58794426,-1.1219158,-0.085154152908709,-0.24904422191417,1.8674275,,0.5169418161824217,1.8362541,-1.0432562,0.0428972640313674,1.9480911,-0.44629213,0.56892254,,-0.43215025,-0.75779331,-1.2844898,,0.0040649399,-0.27089429,0.0011551598,-1.1187192,0.89242044
-0.8978150075774426,-1.7136843326061009,0.4011687383999905,-0.0538384154487545,-0.20797521,,-3.5518044434500173,0.0061692941,-0.68388789,0.6377157136556921,-0.51496241,-3.679266433255784,-0.55437919,0.40255987,0.1050995387559191,0.6914040606849174,0.16190501,-0.0939472835418185,-1.5971526592419774,-0.054590975,-2.0383158,-0.0207482888311738,,0.21084072,,1.2782196,,-0.52421713,0.41616129,-0.7260072261154353,,,-0.62298778,-0.6251998,-0.77796872
0.7264013186334171,1.1313361540705742,-0.001259711577707,0.0288677431574453,0.75664401,-0.7871983194638983,2.4126584925165213,0.41852464,0.065289551,,-0.45619672,-0.5476297393342601,,0.21200041,,,-1.3837248,-0.4860091766216796,-0.6892031268213802,-0.69807229,0.023304653,0.0165283467256757,-0.81564073,0.45108285,-1.4423119,0.12175677,-0.97777115,0.38885337,0.28442071,,-0.085230787,-0.49732805,,0.60859857,0.14909727
,-0.0657133405495297,-0.184039721063862,-0.0471776772039989,0.9771284,1.1644144282243392,9.4610021994371,0.29825433,0.46092258,,-0.27989966,,0.31739397,-1.2222103,0.3169559276024355,-0.0895683912481162,-0.50135374,1.15717833447796,-0.2577036834714178,-1.707843,2.0193823,-0.0131828306737274,-1.1330071,1.8784037,-1.0275658,-1.6462388,0.55736562,,0.24849147,-0.4809214941371186,1.1252224,-0.69614792,-1.0143155,0.39031117,-0.29355586
-0.0492496311387788,0.7515382761411836,-0.0170442188050171,-0.0225320954460823,-1.5308816,-1.4251620451481704,-5.921692623282094,-0.66963529,,0.0607661121292128,-0.30601775,-0.7312185043591684,-0.40407348,-0.31956019,,-0.5267102804017799,0.2388904,,,-0.36148207,-0.47720436,,1.1745107,-1.3719309,1.6199914,-0.029612715,-0.089981209,0.99756703,-0.24254158,0.5006751972003785,-0.1398004,1.0600943,0.95223011,-1.0143208,0.19920894
0.5065816650541625,-1.8741190054296344,-0.6631628166343365,0.0340875609115373,2.2228652,-2.4509593738957527,10.170950595514064,1.4551401,0.46934031,-0.0815701418366513,-1.4617429,2.514872232371516,0.10095374,0.15182374,0.1685824827133082,0.4607296332805455,,0.6767264048772694,1.4997738213701903,0.61858948,1.5605823,0.0354988260491049,-0.67018116,1.5957659,-2.2774855,-0.61692632,0.23369221,0.013715876,-1.3922775,-0.0074515548710668,1.9685709,-2.286707,-1.0489901,1.5102205,0.85066071
